model;identifier;name;description;currency;active;inception_date;closing_date;management_company;bank;relationship_manager;provider;logo;accounts;additional_information
portfolio.models.Portfolio;DHSB;DHSB;;USD;True;2017-05-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-05-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-05-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-05-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;Diazit Capital Ltd;Diazit Capital Ltd;;EUR;True;2017-11-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-11-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-11-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}]";
portfolio.models.Portfolio;DINAMO;DINAMO;;EUR;True;2017-09-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;DMJ;DMJ Asset Corp;;USD;True;2017-02-28;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-02-28"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-02-28"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-02-28"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;Epsilon Industrial Supply;Epsilon Industrial Supply;;USD;True;2017-09-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}]";
portfolio.models.Portfolio;ESVENCA;ESVENCA;;USD;True;2016-09-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2016-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2016-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}]";
portfolio.models.Portfolio;Farfala Overseas Corp;Farfala Overseas Corp;;EUR;True;2017-10-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-10-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-10-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}]";
portfolio.models.Portfolio;FONDEN;FONDEN;;EUR;True;2017-09-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}]";
portfolio.models.Portfolio;GMAN;GMAN;;EUR;True;2016-12-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2016-12-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2016-12-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""Security EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2016-12-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security EUR"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;Haltwhistle Investment Ltd;Haltwhistle Investment Ltd;;USD;True;2017-05-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-05-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-05-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-05-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;HCCI;HCCI;;EUR;True;2016-12-31;;NOOR;;NAVILLE Christian;;;[];
portfolio.models.Portfolio;HCCI-FEEDER;HCCI-FEEDER;;USD;True;2015-01-01;;NOOR;;NAVILLE Christian;;;"[{""name"": ""C/C CHF"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C CHF"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-01-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": """"}]";
portfolio.models.Portfolio;HH2;HH2;;EUR;True;2017-04-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-04-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-04-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}]";
portfolio.models.Portfolio;Internacional de productos;Internacional de productos;;USD;True;2017-11-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EZR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-11-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EZR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-11-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}]";
portfolio.models.Portfolio;Invercenter;Invercenter;;EUR;True;2017-05-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C AED"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-05-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""AED"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C AED"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-05-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-05-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-05-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;Inversiones F.B.;Inversiones F.B.;;EUR;True;2017-09-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C GBP"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""GBP"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C GBP"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}]";
portfolio.models.Portfolio;ISAISR-CONSOLIDATED;ISAISR-CONSOLIDATED;;CHF;True;2014-03-01;;;;DE JONCKHEERE Stéphane;;;"[{""name"": ""Fixed term Loan 1.90% 10.11.2016"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2014-03-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Fixed term Loan 1.90% 10.11.2016"", ""type"": ""ACC_LOAN"", ""bank"": ""LGT Bank Gen\u00e8ve""}]";
portfolio.models.Portfolio;JAR;JAR;;USD;True;2017-06-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-06-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-06-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""Security CAD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-06-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CAD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security CAD"", ""type"": ""ACC_SECURITY"", ""bank"": """"}, {""name"": ""Security USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-06-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""Security USD"", ""type"": ""ACC_SECURITY"", ""bank"": """"}]";
portfolio.models.Portfolio;Joyeria Daoro;Joyeria Daoro;;USD;True;2017-09-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C CHF"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""CHF"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C CHF"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-09-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}]";
portfolio.models.Portfolio;Karask AG;Karask AG;;USD;True;2017-11-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-11-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-11-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}]";
portfolio.models.Portfolio;LaGuardia Trading Group Corp;LaGuardia Trading Group Corp;;USD;True;2017-11-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-11-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-11-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}]";
portfolio.models.Portfolio;Landscape Vision Corp;Landscape Vision Corp;;USD;True;2017-11-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-11-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-11-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}]";
portfolio.models.Portfolio;Leadenhall Fund Ltd;Leadenhall Fund Ltd;;USD;True;2017-07-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-07-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-07-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}]";
portfolio.models.Portfolio;Lido International;Lido International;;USD;True;2017-11-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-11-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-11-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}]";
portfolio.models.Portfolio;Luck Fortune;Luck Fortune;;EUR;True;2017-11-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-11-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-11-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}]";
portfolio.models.Portfolio;Mario Villarroel;Mario Villarroel;;USD;True;2017-06-30;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-06-30"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-06-30"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}]";
portfolio.models.Portfolio;Martagon - Paul Baldensperger;Martagon - Paul Baldensperger;;EUR;True;2015-05-14;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-05-14"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2015-05-14"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}]";
portfolio.models.Portfolio;Mass Joy Industries;Mass Joy Industries;;USD;True;2017-11-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-11-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-11-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}]";
portfolio.models.Portfolio;MDR;MDR;;EUR;True;2016-06-30;;NOOR;;;;;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2016-06-30"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": """"}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2016-06-30"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": """"}]";
portfolio.models.Portfolio;Million Rise;Million Rise;;USD;True;2017-11-01;;NOOR;Emirates National Bank of Dubai;NAVILLE Christian;;NOOR_LOGO.png;"[{""name"": ""C/C EUR"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-11-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""EUR"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C EUR"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}, {""name"": ""C/C USD"", ""closing_date"": """", ""include_valuation"": true, ""inception_date"": ""2017-11-01"", ""current_amount_portfolio"": 0.0, ""currency"": ""USD"", ""current_amount_local"": 0.0, ""active"": true, ""identifier"": ""C/C USD"", ""type"": ""ACC_CURRENT"", ""bank"": ""Emirates National Bank of Dubai""}]";
